epoch,epoch_loss,split,loss,acc,sample_fn
0,2.1839538,train,1.9334509,0.23541823560141933,gumbel_soft
0,2.1839538,val,1.9177132,0.23965369028613534,gumbel_soft
0,2.1839538,test,1.9161111,0.24217352415026833,gumbel_soft
1,1.8829045,train,1.8379189,0.24315944447836735,gumbel_soft
1,1.8829045,val,1.8224248,0.24567112857669163,gumbel_soft
1,1.8829045,test,1.8208774,0.2513416815742397,gumbel_soft
2,1.8024069,train,1.7575092,0.2712272631671789,gumbel_soft
2,1.8024069,val,1.7314144,0.27796880756477954,gumbel_soft
2,1.8024069,test,1.7288667,0.27834302325581395,gumbel_soft
3,1.7293897,train,1.6902642,0.2907872151323333,gumbel_soft
3,1.7293897,val,1.6605061,0.29608252486798475,gumbel_soft
3,1.7293897,test,1.665174,0.29477862254025045,gumbel_soft
4,1.6641126,train,1.6330028,0.3010319350308359,gumbel_soft
4,1.6641126,val,1.6019759,0.3055999017561095,gumbel_soft
4,1.6641126,test,1.603457,0.30959302325581395,gumbel_soft
5,1.6139483,train,1.5818499,0.31572055660716586,gumbel_soft
5,1.6139483,val,1.5579283,0.3213189242293995,gumbel_soft
5,1.6139483,test,1.5565093,0.3254695885509839,gumbel_soft
6,1.5312597,train,1.4494514,0.3612722449505743,gumbel_soft
6,1.5312597,val,1.44051,0.35877440746653566,gumbel_soft
6,1.5312597,test,1.4003901,0.3762298747763864,gumbel_soft
7,1.342114,train,1.2436172,0.42666883773313524,gumbel_soft
7,1.342114,val,1.2042174,0.44743951860493675,gumbel_soft
7,1.342114,test,1.194719,0.4462768336314848,gumbel_soft
8,1.1596696,train,1.0934095,0.4799820887016344,gumbel_soft
8,1.1596696,val,1.0858716,0.4929387203733268,gumbel_soft
8,1.1596696,test,1.0687186,0.48339669051878353,gumbel_soft
9,1.0410506,train,1.0053835,0.5113200762587097,gumbel_soft
9,1.0410506,val,1.0055763,0.5287363379589832,gumbel_soft
9,1.0410506,test,0.97849756,0.5190630590339893,gumbel_soft
10,0.98784685,train,0.96508706,0.5244753821416214,gumbel_soft
10,0.98784685,val,0.97576076,0.5167014613778705,gumbel_soft
10,0.98784685,test,0.9202209,0.5348837209302325,gumbel_soft
11,0.93830174,train,0.92179793,0.552007218796008,gumbel_soft
11,0.93830174,val,0.91669375,0.5529902984158173,gumbel_soft
11,0.93830174,test,0.91285306,0.5474060822898033,gumbel_soft
12,0.9147788,train,0.88879603,0.5670147157599071,gumbel_soft
12,0.9147788,val,0.89076483,0.5703057841090508,gumbel_soft
12,0.9147788,test,0.840114,0.5916815742397138,gumbel_soft
13,0.8785313,train,0.8614105,0.5674828519671897,gumbel_soft
