epoch,epoch_loss,split,loss,acc,sample_fn
0,2.212619,train,1.5458267,0.2923033556870997,gumbel_soft
0,2.212619,val,1.5456645,0.2964800653785535,gumbel_soft
0,2.212619,test,1.5387871,0.2923891319613245,gumbel_soft
1,1.4608477,train,1.4188231,0.3679325060473166,gumbel_soft
1,1.4608477,val,1.4284449,0.36232560854591095,gumbel_soft
1,1.4608477,test,1.4110745,0.3658510236050343,gumbel_soft
2,1.405383,train,1.397647,0.3754121680531246,gumbel_soft
2,1.405383,val,1.4073497,0.37452571361858616,gumbel_soft
2,1.405383,test,1.3923963,0.3779506292875277,gumbel_soft
3,1.3936304,train,1.3907582,0.3796928159845818,gumbel_soft
3,1.3936304,val,1.4022049,0.3727745023641352,gumbel_soft
3,1.3936304,test,1.380768,0.38167773996651,gumbel_soft
4,1.3912548,train,1.3887457,0.38072200698801023,gumbel_soft
4,1.3912548,val,1.4002724,0.37575156149670186,gumbel_soft
4,1.3912548,test,1.3830222,0.3808134824177605,gumbel_soft
5,1.3875659,train,1.3846959,0.3817118658511803,gumbel_soft
5,1.3875659,val,1.395058,0.3749343295779581,gumbel_soft
5,1.3875659,test,1.3819759,0.3808674985145573,gumbel_soft
6,1.3825201,train,1.3806841,0.3815479819334369,gumbel_soft
6,1.3825201,val,1.3946136,0.3808300741346098,gumbel_soft
6,1.3825201,test,1.3778292,0.38162372386971316,gumbel_soft
7,1.3774157,train,1.3718497,0.38570407808740914,gumbel_soft
7,1.3774157,val,1.3866826,0.37931235771408556,gumbel_soft
7,1.3774157,test,1.3626584,0.3867552530654135,gumbel_soft
8,1.3706006,train,1.3653558,0.3878476797314926,gumbel_soft
8,1.3706006,val,1.3773202,0.38106356896853655,gumbel_soft
8,1.3706006,test,1.3547515,0.39215686274509803,gumbel_soft
9,1.3628445,train,1.3578701,0.3902141635037071,gumbel_soft
9,1.3628445,val,1.3725822,0.37948747883953066,gumbel_soft
9,1.3628445,test,1.3505052,0.39366931345540973,gumbel_soft
10,1.3553818,train,1.3508099,0.3933345132975411,gumbel_soft
10,1.3553818,val,1.3632883,0.38585021306403594,gumbel_soft
10,1.3553818,test,1.3428926,0.396370118295252,gumbel_soft
11,1.3460457,train,1.3381872,0.3982575861865523,gumbel_soft
11,1.3460457,val,1.3515741,0.3891775144474928,gumbel_soft
11,1.3460457,test,1.3328496,0.40177172797493654,gumbel_soft
12,1.3338857,train,1.3270596,0.4029643323041423,gumbel_soft
12,1.3338857,val,1.3361292,0.3985756815130465,gumbel_soft
12,1.3338857,test,1.3184202,0.40560687084751257,gumbel_soft
13,1.3168765,train,1.3066329,0.40877237834896785,gumbel_soft
13,1.3168765,val,1.3215871,0.4042963049442531,gumbel_soft
13,1.3168765,test,1.2972859,0.41430346243180466,gumbel_soft
14,1.2964646,train,1.2855572,0.4147311975981173,gumbel_soft
14,1.2964646,val,1.3005903,0.4076819800361917,gumbel_soft
14,1.2964646,test,1.278174,0.412791011721493,gumbel_soft
15,1.2765903,train,1.2670884,0.421699541780566,gumbel_soft
15,1.2765903,val,1.2813455,0.412293503006246,gumbel_soft
15,1.2765903,test,1.2626125,0.42159563549937884,gumbel_soft
16,1.2622205,train,1.256375,0.4245380112358814,gumbel_soft
16,1.2622205,val,1.2761221,0.4152705621388127,gumbel_soft
16,1.2622205,test,1.2478442,0.4252687300815643,gumbel_soft
17,1.2493615,train,1.2428949,0.43221433394298153,gumbel_soft
17,1.2493615,val,1.2575289,0.42490222403829314,gumbel_soft
17,1.2493615,test,1.2339822,0.43175066169718573,gumbel_soft
18,1.2377585,train,1.2302846,0.43778638714625656,gumbel_soft
18,1.2377585,val,1.2442727,0.4301558578016461,gumbel_soft
18,1.2377585,test,1.2299492,0.4363420299249176,gumbel_soft
19,1.227192,train,1.2196085,0.44240791362662,gumbel_soft
19,1.227192,val,1.2371954,0.43359990660206643,gumbel_soft
19,1.227192,test,1.2152424,0.4409874142494463,gumbel_soft
20,1.2162362,train,1.209084,0.44573803483516555,gumbel_soft
20,1.2162362,val,1.2269938,0.43505924931410894,gumbel_soft
20,1.2162362,test,1.2055374,0.44552476638038135,gumbel_soft
21,1.2053517,train,1.1967989,0.45091021127914677,gumbel_soft
21,1.2053517,val,1.2173394,0.4426478314167299,gumbel_soft
21,1.2053517,test,1.189743,0.45465348673904826,gumbel_soft
22,1.1951333,train,1.1908727,0.45083810235533966,gumbel_soft
22,1.1951333,val,1.202635,0.4486019496818633,gumbel_soft
22,1.1951333,test,1.1867061,0.448441635607411,gumbel_soft
23,1.1852344,train,1.1791587,0.4547319842409225,gumbel_soft
23,1.1852344,val,1.1953512,0.448660323390345,gumbel_soft
23,1.1852344,test,1.1765139,0.4542213579646735,gumbel_soft
24,1.1769177,train,1.1724128,0.4578720001048857,gumbel_soft
24,1.1769177,val,1.1906568,0.4475512229291927,gumbel_soft
24,1.1769177,test,1.1702852,0.45405930967428293,gumbel_soft
25,1.1689587,train,1.1647882,0.4606318052796843,gumbel_soft
25,1.1689587,val,1.1780094,0.45636565290992936,gumbel_soft
25,1.1689587,test,1.1588646,0.4644844163560741,gumbel_soft
26,1.1618949,train,1.156896,0.4631752836830616,gumbel_soft
26,1.1618949,val,1.1718545,0.4558986632420758,gumbel_soft
26,1.1618949,test,1.1556726,0.4592988710635769,gumbel_soft
27,1.1539513,train,1.150851,0.46478134607694677,gumbel_soft
27,1.1539513,val,1.1699744,0.46296188196836147,gumbel_soft
27,1.1539513,test,1.1475437,0.46453843245287096,gumbel_soft
28,1.1454104,train,1.1414523,0.4688718886638216,gumbel_soft
28,1.1454104,val,1.153581,0.4638958613040686,gumbel_soft
28,1.1454104,test,1.1438626,0.4654567060984173,gumbel_soft
29,1.1383768,train,1.133315,0.4727592151926947,gumbel_soft
29,1.1383768,val,1.1457365,0.46611406222637325,gumbel_soft
29,1.1383768,test,1.1323947,0.47156052503646084,gumbel_soft
30,1.1290905,train,1.1248674,0.47497492576058525,gumbel_soft
30,1.1290905,val,1.13772,0.46979160586072033,gumbel_soft
30,1.1290905,test,1.1291946,0.4733430562307568,gumbel_soft
31,1.1208644,train,1.1131002,0.48119595927812414,gumbel_soft
31,1.1208644,val,1.1246103,0.476854824587006,gumbel_soft
31,1.1208644,test,1.1089973,0.484794468751688,gumbel_soft
32,1.1119354,train,1.1063404,0.4839360983827935,gumbel_soft
32,1.1119354,val,1.1205285,0.4807658630552799,gumbel_soft
32,1.1119354,test,1.1058657,0.48133743855668987,gumbel_soft
33,1.1018734,train,1.0971997,0.4900129140527182,gumbel_soft
33,1.1018734,val,1.1136436,0.4849687700659623,gumbel_soft
33,1.1018734,test,1.1003029,0.47831253713606653,gumbel_soft
34,1.0914805,train,1.0816458,0.4924121746084813,gumbel_soft
34,1.0914805,val,1.1004952,0.4833343062284747,gumbel_soft
34,1.0914805,test,1.0826087,0.49089828768973154,gumbel_soft
35,1.077637,train,1.0729,0.49415589949327093,gumbel_soft
35,1.077637,val,1.0838771,0.493199462961882,gumbel_soft
35,1.077637,test,1.0684742,0.4914384486577,gumbel_soft
36,1.0654706,train,1.0591472,0.4983185510039529,gumbel_soft
36,1.0654706,val,1.0749462,0.49524254275874147,gumbel_soft
36,1.0654706,test,1.0593823,0.4934370442391833,gumbel_soft
37,1.0576197,train,1.0515857,0.5033071774600615,gumbel_soft
37,1.0576197,val,1.069023,0.5000291868542408,gumbel_soft
37,1.0576197,test,1.0523638,0.49900070220925835,gumbel_soft
38,1.0484452,train,1.0433805,0.505549109454791,gumbel_soft
38,1.0484452,val,1.0549732,0.5029478722783258,gumbel_soft
38,1.0484452,test,1.0498796,0.5002430724355859,gumbel_soft
39,1.0419714,train,1.0358896,0.5105246251974801,gumbel_soft
39,1.0419714,val,1.0466459,0.5065086684957095,gumbel_soft
39,1.0419714,test,1.0427058,0.5028358450818344,gumbel_soft
40,1.0322548,train,1.0277566,0.51449061600687,gumbel_soft
40,1.0322548,val,1.0391433,0.5115288074251357,gumbel_soft
40,1.0322548,test,1.0303894,0.5126667746988602,gumbel_soft
41,1.0249771,train,1.0195678,0.517315974748766,gumbel_soft
41,1.0249771,val,1.0345546,0.5110034440488004,gumbel_soft
41,1.0249771,test,1.0219585,0.5165559336682332,gumbel_soft
42,1.0175354,train,1.0136766,0.5215310691131257,gumbel_soft
42,1.0175354,val,1.0255957,0.5199346214465005,gumbel_soft
42,1.0175354,test,1.0159919,0.5187705936369038,gumbel_soft
43,1.0090346,train,1.0037756,0.5257264974073564,gumbel_soft
43,1.0090346,val,1.0145007,0.5224446909112136,gumbel_soft
43,1.0090346,test,1.0132911,0.521849511154324,gumbel_soft
44,1.0024449,train,0.99931806,0.5288796239847391,gumbel_soft
44,1.0024449,val,1.0128084,0.5199346214465005,gumbel_soft
44,1.0024449,test,1.0006859,0.5273051369308054,gumbel_soft
45,0.9961112,train,0.99044216,0.5343140146971097,gumbel_soft
45,0.9961112,val,1.0025643,0.53674624948923,gumbel_soft
45,0.9961112,test,0.9816805,0.5347053421919732,gumbel_soft
46,0.9854792,train,0.9801748,0.5405547142847779,gumbel_soft
46,0.9854792,val,0.98666245,0.5383807133267177,gumbel_soft
46,0.9854792,test,0.98000807,0.5373521309350187,gumbel_soft
47,0.97455126,train,0.9697362,0.5495814404740834,gumbel_soft
47,0.97455126,val,0.985457,0.5422333780865098,gumbel_soft
47,0.97455126,test,0.97875714,0.5378382758061903,gumbel_soft
48,0.9642208,train,0.95553726,0.5578477452850596,gumbel_soft
48,0.9642208,val,0.97142553,0.5528573930301792,gumbel_soft
48,0.9642208,test,0.96308887,0.5526386863285259,gumbel_soft
49,0.9540295,train,0.947703,0.5670711321756573,gumbel_soft
49,0.9540295,val,0.9548947,0.5636565290992936,gumbel_soft
49,0.9540295,test,0.94345164,0.5625236320423486,gumbel_soft
50,0.94182897,train,0.9287566,0.5794214242167988,gumbel_soft
50,0.94182897,val,0.9444626,0.5721790905376218,gumbel_soft
50,0.94182897,test,0.95337886,0.5704099821746881,gumbel_soft
51,0.92211556,train,0.9150734,0.5902574288579913,gumbel_soft
51,0.92211556,val,0.9305577,0.5876481232852723,gumbel_soft
51,0.92211556,test,0.9258168,0.5835899097931183,gumbel_soft
52,0.90555304,train,0.89121664,0.6062852760132943,gumbel_soft
52,0.90555304,val,0.891602,0.6076119315860137,gumbel_soft
52,0.90555304,test,0.9017033,0.6028736563495922,gumbel_soft
53,0.8844299,train,0.87663364,0.6187404537617914,gumbel_soft
53,0.8844299,val,0.90030724,0.6110559803864339,gumbel_soft
53,0.8844299,test,0.88547117,0.6107600064819316,gumbel_soft
54,0.8652589,train,0.8547099,0.6281736120671007,gumbel_soft
54,0.8652589,val,0.8511445,0.6275173661782733,gumbel_soft
54,0.8652589,test,0.8686342,0.6229136282612219,gumbel_soft
55,0.8474848,train,0.8389945,0.6404976826814031,gumbel_soft
55,0.8474848,val,0.84437215,0.6354561905317845,gumbel_soft
55,0.8474848,test,0.84643286,0.6303138335223897,gumbel_soft
56,0.83455366,train,0.8301596,0.6447127770457629,gumbel_soft
56,0.83455366,val,0.822493,0.6508084758624716,gumbel_soft
56,0.83455366,test,0.8349551,0.6359855236860584,gumbel_soft
57,0.82238495,train,0.81109494,0.6546375871043023,gumbel_soft
57,0.82238495,val,0.83044297,0.6452045998482283,gumbel_soft
57,0.82238495,test,0.81531423,0.6485712742397234,gumbel_soft
