epoch,epoch_loss,split,loss,acc,sample_fn
0,2.4564998,train,2.2165353,0.20842502357749135,gumbel_soft
0,2.4564998,val,2.2259052,0.20927682085026772,gumbel_soft
0,2.4564998,test,2.2344682,0.19826187717265353,gumbel_soft
1,2.0755863,train,1.9615933,0.26009545311651566,gumbel_soft
1,2.0755863,val,1.9606966,0.2601767627894975,gumbel_soft
1,2.0755863,test,1.9735625,0.25422943221320976,gumbel_soft
2,1.933445,train,1.9132327,0.2656183018490469,gumbel_soft
2,1.933445,val,1.9288791,0.2595961550867686,gumbel_soft
2,1.933445,test,1.9184246,0.2648319814600232,gumbel_soft
3,1.9026891,train,1.8865862,0.2667400188619931,gumbel_soft
3,1.9026891,val,1.9011947,0.2602412747564673,gumbel_soft
3,1.9026891,test,1.8925269,0.26668597914252606,gumbel_soft
4,1.8729473,train,1.8580716,0.26765453973879,gumbel_soft
4,1.8729473,val,1.8748246,0.2606928585252564,gumbel_soft
4,1.8729473,test,1.8663589,0.268018539976825,gumbel_soft
5,1.8478345,train,1.8321596,0.27007659112343174,gumbel_soft
5,1.8478345,val,1.8430114,0.26378943293981033,gumbel_soft
5,1.8478345,test,1.8353984,0.26917728852838935,gumbel_soft
6,1.8213704,train,1.8071007,0.27265582578377295,gumbel_soft
6,1.8213704,val,1.8183428,0.2684342945616412,gumbel_soft
6,1.8213704,test,1.8159627,0.27479721900347626,gumbel_soft
7,1.8020959,train,1.789239,0.27427052670686747,gumbel_soft
7,1.8020959,val,1.8003592,0.27017611766982774,gumbel_soft
7,1.8020959,test,1.793578,0.2750289687137891,gumbel_soft
8,1.781494,train,1.7672353,0.2798219542167986,gumbel_soft
8,1.781494,val,1.7768805,0.2723695245468034,gumbel_soft
8,1.781494,test,1.7725474,0.27977983777520277,gumbel_soft
9,1.7600914,train,1.7460511,0.2841873624646338,gumbel_soft
9,1.7600914,val,1.7577754,0.27991742468227854,gumbel_soft
9,1.7600914,test,1.7537466,0.28418308227114714,gumbel_soft
10,1.7368025,train,1.72423,0.28959589608756536,gumbel_soft
10,1.7368025,val,1.7352242,0.28540094187471776,gumbel_soft
10,1.7368025,test,1.728784,0.2891077636152955,gumbel_soft
11,1.7123874,train,1.6960027,0.30004143922722987,gumbel_soft
11,1.7123874,val,1.7090175,0.2926907941423134,gumbel_soft
11,1.7123874,test,1.7097497,0.29831981460023177,gumbel_soft
12,1.6867758,train,1.6730632,0.30577862879026035,gumbel_soft
12,1.6867758,val,1.6904197,0.3024966131217341,gumbel_soft
12,1.6867758,test,1.6764265,0.30683661645422944,gumbel_soft
13,1.6612642,train,1.6478592,0.3129661913063359,gumbel_soft
13,1.6612642,val,1.6566454,0.3076575704793239,gumbel_soft
13,1.6612642,test,1.6555532,0.3118771726535342,gumbel_soft
14,1.6398234,train,1.6277043,0.3188819982281158,gumbel_soft
14,1.6398234,val,1.6452737,0.3179149732275337,gumbel_soft
