epoch,epoch_loss,split,loss,acc,sample_fn
0,1.7026056,train,1.5074159,0.32335608042111613,gumbel_soft
0,1.7026056,val,1.5155756,0.32251473936139163,gumbel_soft
0,1.7026056,test,1.5103178,0.3212877437476368,gumbel_soft
1,1.4415565,train,1.4076135,0.37247536824716315,gumbel_soft
1,1.4415565,val,1.4155444,0.3705563014418306,gumbel_soft
1,1.4415565,test,1.4018754,0.37433155080213903,gumbel_soft
2,1.3994344,train,1.3968568,0.3776016571941762,gumbel_soft
2,1.3994344,val,1.4120429,0.3675792423092639,gumbel_soft
2,1.3994344,test,1.3866446,0.38281207799924377,gumbel_soft
3,1.3910186,train,1.3882077,0.38009269274387564,gumbel_soft
3,1.3910186,val,1.3979406,0.37470083474403126,gumbel_soft
3,1.3910186,test,1.379761,0.3810295468049479,gumbel_soft
4,1.3865786,train,1.3822548,0.3814234301559519,gumbel_soft
4,1.3865786,val,1.3933538,0.3737668554083241,gumbel_soft
4,1.3865786,test,1.3724141,0.38167773996651,gumbel_soft
5,1.3789248,train,1.3749361,0.3812333248113696,gumbel_soft
5,1.3789248,val,1.3867472,0.376510419706964,gumbel_soft
5,1.3789248,test,1.3683614,0.3841624804191649,gumbel_soft
6,1.3684133,train,1.3616372,0.3841766799740408,gumbel_soft
6,1.3684133,val,1.3739675,0.378845368046232,gumbel_soft
6,1.3684133,test,1.3536751,0.3891319613244747,gumbel_soft
7,1.3562893,train,1.3481766,0.38464866565714173,gumbel_soft
7,1.3562893,val,1.3614947,0.3783783783783784,gumbel_soft
7,1.3562893,test,1.3384423,0.38826770377572517,gumbel_soft
8,1.3421198,train,1.333233,0.38787390115833154,gumbel_soft
8,1.3421198,val,1.3477805,0.383515264724768,gumbel_soft
8,1.3421198,test,1.3209572,0.3906444120347864,gumbel_soft
9,1.3323743,train,1.3270465,0.39067959383009826,gumbel_soft
9,1.3323743,val,1.3440267,0.37861187321230516,gumbel_soft
9,1.3323743,test,1.3143475,0.39069842813158323,gumbel_soft
10,1.3219934,train,1.3168029,0.3948029132005218,gumbel_soft
10,1.3219934,val,1.3310745,0.38760142431848693,gumbel_soft
10,1.3219934,test,1.3081876,0.39404742613298765,gumbel_soft
11,1.3128617,train,1.3069143,0.39875579329649224,gumbel_soft
11,1.3128617,val,1.3212376,0.39250481583094976,gumbel_soft
11,1.3128617,test,1.3029089,0.39701831145681415,gumbel_soft
12,1.3028369,train,1.2971876,0.4054422571404223,gumbel_soft
12,1.3028369,val,1.311946,0.4003268927674975,gumbel_soft
12,1.3028369,test,1.287059,0.40657916058985577,gumbel_soft
13,1.2920496,train,1.2844428,0.41112575140776286,gumbel_soft
13,1.2920496,val,1.2987058,0.4020781040219485,gumbel_soft
13,1.2920496,test,1.278876,0.4079295630097769,gumbel_soft
14,1.2786096,train,1.2712336,0.4162127082145175,gumbel_soft
14,1.2786096,val,1.2901727,0.4090829490397525,gumbel_soft
14,1.2786096,test,1.2645649,0.42008318478906714,gumbel_soft
15,1.2638127,train,1.255155,0.42409880233632913,gumbel_soft
15,1.2638127,val,1.2740567,0.4107174128772401,gumbel_soft
15,1.2638127,test,1.2473471,0.4226759574353157,gumbel_soft
16,1.2496376,train,1.2409604,0.4275928074626181,gumbel_soft
16,1.2496376,val,1.2595794,0.4189481057731598,gumbel_soft
16,1.2496376,test,1.2339272,0.42553881056554854,gumbel_soft
17,1.2348152,train,1.2284998,0.43354507135505777,gumbel_soft
17,1.2348152,val,1.2387791,0.43254917984939584,gumbel_soft
17,1.2348152,test,1.2213435,0.4338572894722627,gumbel_soft
18,1.2221545,train,1.214905,0.4409264030102198,gumbel_soft
18,1.2221545,val,1.2331779,0.4301558578016461,gumbel_soft
18,1.2221545,test,1.2098725,0.4374763679576514,gumbel_soft
19,1.2100751,train,1.2004818,0.4450628330940628,gumbel_soft
19,1.2100751,val,1.2149818,0.4388535403654194,gumbel_soft
19,1.2100751,test,1.1947778,0.44800950683303625,gumbel_soft
20,1.198211,train,1.1927524,0.4475276472169233,gumbel_soft
20,1.198211,val,1.2040197,0.440488004202907,gumbel_soft
20,1.198211,test,1.1865193,0.4494139253497542,gumbel_soft
21,1.1841264,train,1.1778233,0.45391256465220553,gumbel_soft
21,1.1841264,val,1.1938279,0.4491273130581986,gumbel_soft
21,1.1841264,test,1.1759104,0.4548155350294388,gumbel_soft
22,1.1742235,train,1.1656134,0.457740892970691,gumbel_soft
22,1.1742235,val,1.1814066,0.45280485669254567,gumbel_soft
22,1.1742235,test,1.1638736,0.45427537406147034,gumbel_soft
23,1.162654,train,1.1552966,0.45999593567883995,gumbel_soft
23,1.162654,val,1.1658323,0.4536220886112895,gumbel_soft
23,1.162654,test,1.1500138,0.46270188516177824,gumbel_soft
24,1.1533437,train,1.1479518,0.4615626659324667,gumbel_soft
24,1.1533437,val,1.1654685,0.4512287665635398,gumbel_soft
24,1.1533437,test,1.1399515,0.4637822070977151,gumbel_soft
25,1.1430042,train,1.1361362,0.46653162631844614,gumbel_soft
25,1.1430042,val,1.1468804,0.46605568851789153,gumbel_soft
25,1.1430042,test,1.137012,0.45967698374115484,gumbel_soft
