epoch,epoch_loss,split,loss,acc,sample_fn
0,1.5538237,train,1.283284,0.5667027577861282,gumbel_soft
0,1.5538237,val,1.2839414,0.5676397092230804,gumbel_soft
0,1.5538237,test,1.2781968,0.5679089026915114,gumbel_soft
1,1.1736776,train,1.105483,0.6149289854149417,gumbel_soft
1,1.1736776,val,1.1030054,0.6160835983643799,gumbel_soft
1,1.1736776,test,1.1046016,0.6164596273291926,gumbel_soft
2,1.0773444,train,1.0561823,0.6174574867842813,gumbel_soft
2,1.0773444,val,1.0570859,0.6196615174920491,gumbel_soft
2,1.0773444,test,1.0542716,0.6168737060041408,gumbel_soft
3,1.0454178,train,1.0331947,0.6222024074899688,gumbel_soft
3,1.0454178,val,1.0377257,0.6168786915038619,gumbel_soft
3,1.0454178,test,1.0346943,0.618064182194617,gumbel_soft
4,1.020699,train,1.006159,0.6261894146869627,gumbel_soft
4,1.020699,val,1.0060306,0.6269309404815993,gumbel_soft
4,1.020699,test,1.0070685,0.6275362318840579,gumbel_soft
5,0.9885569,train,0.9677748,0.6376281765492644,gumbel_soft
5,0.9885569,val,0.97565603,0.6374943207632894,gumbel_soft
5,0.9885569,test,0.9626608,0.6401138716356107,gumbel_soft
6,0.9463268,train,0.91677415,0.6535443602318324,gumbel_soft
6,0.9463268,val,0.9282069,0.6475465697410268,gumbel_soft
6,0.9463268,test,0.90756035,0.65527950310559,gumbel_soft
7,0.8835167,train,0.84580517,0.6786510413349468,gumbel_soft
7,0.8835167,val,0.853446,0.6791799182189914,gumbel_soft
7,0.8835167,test,0.84620124,0.682815734989648,gumbel_soft
8,0.8196449,train,0.78682905,0.6933380039487931,gumbel_soft
8,0.8196449,val,0.79406625,0.6894025442980464,gumbel_soft
8,0.8196449,test,0.78070754,0.6978260869565217,gumbel_soft
9,0.77109116,train,0.7454126,0.7083561556588752,gumbel_soft
9,0.77109116,val,0.7620068,0.7038845979100409,gumbel_soft
9,0.77109116,test,0.7569122,0.7046583850931677,gumbel_soft
10,0.7351255,train,0.7160559,0.7155531494809247,gumbel_soft
10,0.7351255,val,0.7164199,0.7159813721035893,gumbel_soft
10,0.7351255,test,0.71290195,0.7182712215320911,gumbel_soft
11,0.6960639,train,0.66987187,0.7306349914018215,gumbel_soft
11,0.6960639,val,0.6754167,0.7313721035892776,gumbel_soft
11,0.6960639,test,0.6591742,0.7316252587991718,gumbel_soft
12,0.6543427,train,0.6274272,0.745130883383224,gumbel_soft
12,0.6543427,val,0.6404373,0.7402885052248978,gumbel_soft
12,0.6543427,test,0.62586415,0.7429606625258799,gumbel_soft
